park_name,width_ft,class,surface,gen_topog,difficulty,date_collected,trail_name,parkid,trailmarkersinstalled,shape
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.8042154159111 40.86142725847281, -73.80467809204933 40.861691936358646, -73.80554920742307 40.862057879189635, -73.80602157449009 40.862186655823834, -73.80640900503562 40.86228690993658, -73.80649690824241 40.86230375071029, -73.80672953736888 40.86233059436484, -73.80716292187708 40.862380601618746, -73.80766811187355 40.86246213971883, -73.80822132465458 40.862559496931794, -73.80853755403693 40.86263155718389, -73.80885079472245 40.86270539729123, -73.80895834635449 40.86273075046809, -73.8096797003327 40.862937827422265, -73.81008253020426 40.863038651073836, -73.81041745017203 40.86312688724215))"
Richmond Parkway,3.0,Class III : Developed/Improved,Dirt,Wavy,3: Moderate and rough,2014.0,Blue Trail,R065,Yes,"MULTILINESTRING ((-74.11498639844662 40.594069593757034, -74.11493334815334 40.59415411593891, -74.11486877679197 40.59432283235473, -74.11476917802901 40.59458840260578, -74.11455966011219 40.59527446026061, -74.11472112954523 40.59550187496074, -74.11484165649881 40.59558387060527, -74.11518486698368 40.595678822294744))"
Ferry Point Park,9.0,Class IV : Highly Developed,Gravel,Wavy,2: Slightly uneven,2018.0,Unnamed Official Trail,X126,No,"MULTILINESTRING ((-73.83243326384604 40.805086642394194, -73.83246671239466 40.805068491001514, -73.83259932927488 40.805046912262235, -73.83274213942646 40.80502516085604, -73.83282957400355 40.80501189904449, -73.83289815341178 40.80500683140287, -73.83307013321395 40.80502471415604, -73.83314274629224 40.80503491658659, -73.83331745053898 40.805073704420934, -73.83349933394616 40.80509082011868, -73.83359959487763 40.80510685870866, -73.83376438829985 40.8051510210513, -73.83399831194735 40.80518464241592, -73.83413501586224 40.805214927592935, -73.83437790529553 40.805262768274716, -73.83447770176967 40.80529182306081, -73.83465025821754 40.80534662568283, -73.83476462227596 40.80538324280088, -73.83505021132952 40.80550486809134, -73.8351681623096 40.80555092177634, -73.83556913798579 40.80569343840757, -73.83593914708109 40.80581305488558, -73.83612845229787 40.80588440239372, -73.83629243780375 40.805935194846604, -73.83657063548712 40.8059883984831, -73.83679011485823 40.80603162093825, -73.83682388020588 40.806048796243616))"
Van Cortlandt Park,9.0,Class IV : Highly Developed,Dirt,Level,2: Slightly uneven,2013.0,Cross Country Trail,X092,Yes,"MULTILINESTRING ((-73.89446999864008 40.899238180765174, -73.89447243216571 40.89924748319137, -73.89472887208039 40.899137164858146, -73.89481773208864 40.89910343446777, -73.89497958714733 40.89899921388708, -73.89504839787782 40.898903007484705, -73.89510896766005 40.89879772027211, -73.89520406351988 40.89866758308851, -73.89528971671193 40.89856789434315, -73.89538201986247 40.898478974148745, -73.89549118278434 40.89835918973135, -73.89555002644619 40.898282213746796, -73.89560186918054 40.898203839251416, -73.89564607527467 40.89812837179668, -73.89567633587407 40.89804910788686, -73.89569331415359 40.89798209296466, -73.89571848181068 40.897885003851734, -73.89575690291561 40.897799248491836, -73.89578704091731 40.89774577161309, -73.89582564233146 40.89768342898893))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.79917256430682 40.85835832960001, -73.79927533439252 40.858403533979065, -73.79990766086175 40.85870241537421, -73.80065783090927 40.85906130406109, -73.80087255640622 40.85917753493319, -73.80125494621855 40.85936182090585, -73.80146322842356 40.859449535380215, -73.8016613069867 40.85949606682263, -73.8021539394993 40.85957898892461, -73.80230412775819 40.859598141401776))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.79379121883055 40.85633867362142, -73.79420852572441 40.856483411202895, -73.79447174177064 40.85657466632841, -73.79498056249071 40.85674528758292, -73.7953010705278 40.856857070289415, -73.79582246720763 40.857038914961656, -73.79609034169425 40.85713245376954))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Hudson River Greenway,M042,No,"MULTILINESTRING ((-73.93110778102242 40.87028009790637, -73.93098717805488 40.87055402834547, -73.93057146459729 40.87163653907244, -73.93038839942118 40.872063538574814, -73.93014105904233 40.872595403055925, -73.93000812341292 40.87284686761778, -73.92983779804986 40.87316934430635, -73.92972975541828 40.87340216553877, -73.92959266191009 40.873661719742664, -73.92944731341748 40.87388507720648))"
Pelham Bay Park,9.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.81874783236455 40.854706261402725, -73.81883669579156 40.854840017010446, -73.81907934712514 40.855152227648425, -73.81925713982679 40.85531452028389, -73.81936219013504 40.85545573169384, -73.81949990659822 40.85558555875926, -73.81971011714168 40.85577053617939, -73.81979188483783 40.855856044142605, -73.81986611457567 40.85589513248781, -73.81999895549271 40.85600065063781, -73.82002921006509 40.85608704967721, -73.8200746635846 40.85616062058132, -73.82012887483315 40.85616964700525, -73.82013025043345 40.856169266440574))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,M042,No,"MULTILINESTRING ((-73.93003104076926 40.87408080430809, -73.93002796740221 40.87408608470794, -73.92949357575674 40.874836261316496, -73.92921836790083 40.87536323129289, -73.92908868344229 40.875556733164835, -73.92895511954012 40.87570853810795, -73.92873518105088 40.87591091951516, -73.92844851422134 40.87613708334978, -73.92803231509733 40.87641081777081))"
Richmond Parkway,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2015.0,Blue Trail,R065,Yes,"MULTILINESTRING ((-74.11611656635779 40.599650684418435, -74.11601788212037 40.59971608641766, -74.11606571628401 40.59985065191012, -74.11597807495977 40.59996587766677, -74.11586799198047 40.60001724377825, -74.11585107328854 40.60007081313978, -74.11591181051112 40.600093395548576, -74.11592286923248 40.60012219122611, -74.11589738768666 40.60022015691221, -74.11591356246812 40.60031993926371, -74.1159416598324 40.60037578027034, -74.11581885787464 40.60049257135379, -74.11579776117917 40.60062912360773, -74.11588858434433 40.60074951933437, -74.11593893231354 40.60078903663295, -74.11596423869416 40.60084589713769, -74.11600506541659 40.600924193329384, -74.11601267981301 40.60095879814439, -74.11605452987844 40.60097596038214, -74.11611275887799 40.60097902097784, -74.11622121013409 40.60104080790097, -74.11621494454455 40.60105693449875, -74.11633561563333 40.601126015799466, -74.11645997985568 40.60126328983453))"
Forest Park,5.0,Class III : Developed/Improved,Paved,Level,1: Flat and smooth,2013.0,Orange Trail,Q015,Yes,"MULTILINESTRING ((-73.84474820577259 40.707463111010576, -73.84497912061032 40.7074267965696, -73.84523132190517 40.707409585846776, -73.84538825847282 40.707397052690624, -73.84576733351193 40.70729700818577, -73.846054691061 40.70722612988227, -73.84637705924669 40.707173909386555, -73.84653964118787 40.70719152775623, -73.84676923072925 40.70722024748308, -73.84717594854067 40.7073615256887))"
LaTourette Park & Golf Course,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Blue Trail,R013,Yes,"MULTILINESTRING ((-74.1361455011612 40.586722572924955, -74.13590267315739 40.586678788725735, -74.1357555035543 40.58659964810514, -74.13566906036536 40.58657118196625, -74.13560919621159 40.586530213932484, -74.13524896091985 40.58625084376043, -74.13508692271284 40.58609570200431, -74.1350198852237 40.58605672685212, -74.13498565169145 40.58602165832485, -74.13481601635158 40.5860837604476, -74.13449474407078 40.5863476484458, -74.13434272562128 40.58646577698833))"
Canarsie Park,5.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2015.0,Blue Trail,B018,Yes,"MULTILINESTRING ((-73.8966658036634 40.62399026257745, -73.89665755644089 40.623991111559484, -73.89658261432744 40.62402297123043, -73.89652000834649 40.624064849443414, -73.8964423718284 40.62412005709921, -73.89639980315104 40.62414670387633, -73.89636470854643 40.624192418696836, -73.89633714069055 40.624224798178986, -73.89630457468037 40.6242533603418, -73.89627699196123 40.624295269105765, -73.89625692892321 40.62432765533909, -73.89623936078867 40.62436385482405, -73.89620922852426 40.624436260104275, -73.89618661001334 40.62450295295452, -73.8961595666993 40.62459990199888, -73.89613442008744 40.624683271097226, -73.89611243034108 40.62474758262225, -73.89607482026226 40.624802348913185, -73.89604660928833 40.62484521070322, -73.89602153414889 40.62488331066774, -73.8959902032651 40.62492140406673, -73.89594321978768 40.624971397178776, -73.89590876897685 40.62500472307685, -73.89580542732473 40.62509993426281, -73.8957584572873 40.625140396200706, -73.89570522636848 40.62518561799481, -73.89559609069929 40.62525199446866, -73.89552844867187 40.625313881634604, -73.89547584193403 40.62535958026451, -73.89544826719356 40.62539577142774, -73.89543071028386 40.62542434698867, -73.89541816048713 40.625451020699664, -73.89540560203025 40.62548245995622, -73.89540806377548 40.6255081954718, -73.89540800075007 40.62554841356378, -73.89541295293803 40.6255808224011, -73.89542375799681 40.625613920057205))"
Pelham Bay Park,9.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2014.0,Siwanoy Trail,X039,Yes,"MULTILINESTRING ((-73.8057799528251 40.865302615245376, -73.8057849384865 40.8651575418538, -73.80586962967391 40.86504719586791, -73.80592113575432 40.86491930015667, -73.80590782136844 40.86485949232765, -73.8059509419183 40.864816696053644, -73.80611032391286 40.86441599580117, -73.80612943887674 40.86427961244615, -73.80623796983883 40.86408905441401, -73.80646624758037 40.86351215211977, -73.8064834794702 40.86346860262462, -73.80644191776366 40.86337520234428, -73.80645478003176 40.863321434846036, -73.80650591216808 40.86328819430497, -73.80658628375762 40.863124733114574))"
LaTourette Park & Golf Course,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,"Red Trail, Yellow Trail",R013,Yes,"MULTILINESTRING ((-74.14626930067253 40.58387019482745, -74.14633469242143 40.583625604635294, -74.14665349521233 40.58338155842681, -74.14697292239495 40.58314964329963, -74.147034967834 40.58300305390089, -74.1470157719069 40.58295425019853, -74.14690836124731 40.58280456904401, -74.14683284791451 40.58264959426505, -74.14678040125155 40.58259722280658, -74.14677185492785 40.58247163749789, -74.14671109143835 40.58232595612122, -74.14674844013909 40.58226363441409, -74.14683090900814 40.582264094579735, -74.14691109108949 40.58228490587447))"
Conference House Park,9.0,Class III : Developed/Improved,Sand,Level,2: Slightly uneven,2016.0,Beach Access Trail,R006,Yes,"MULTILINESTRING ((-74.23996939838578 40.49789261097488, -74.23996299234972 40.497893440254686, -74.23970143193831 40.49806553942069, -74.23936562931252 40.49842364041768, -74.23893639135929 40.49883911886584, -74.23867492783407 40.49903980649243, -74.23807642458306 40.499255489249755, -74.2377587741783 40.49945629223482, -74.23759283926299 40.49960276452901))"
Marine Park,9.0,Class V : Fully Developed,Gravel,Level,2: Slightly uneven,2014.0,Salt Marsh Nature Trail,B057,Yes,"MULTILINESTRING ((-73.92659318961977 40.60442929517402, -73.92669549658126 40.60447231538066, -73.92682604705284 40.60451191438719, -73.92694530776826 40.60453355325929, -73.9270329406165 40.604523550996326, -73.927115389645 40.604496638075325, -73.92729606194334 40.60438321286956, -73.92750563286475 40.604258515763874, -73.92759374127338 40.60419090786835, -73.92769154055333 40.604067442106754, -73.92779634372324 40.60393065203141, -73.92789183964233 40.603847511836406, -73.92801005939634 40.603774178976884, -73.92816465071813 40.603701752146975, -73.92828932423417 40.603661666712505, -73.92838897172167 40.60362850137454, -73.92844268184784 40.60359662932458, -73.9285455034348 40.60349763674933))"
Highland Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Brooklyn-Queens Greenway,Q020,No,"MULTILINESTRING ((-73.88384423154761 40.68792772608473, -73.88384407181728 40.68792774033175, -73.8838432531289 40.68792912719781, -73.88378146593176 40.688033710872965, -73.88374067212366 40.68809694339948, -73.8835354536186 40.68839765712366, -73.88328900607398 40.68954469577732, -73.88331572725924 40.68958591418915, -73.88352196630461 40.68973236120067, -73.88425391885569 40.69032520749451, -73.88441845417884 40.6905083257835, -73.8844220260117 40.6905123015379))"
Conference House Park,9.0,Class V : Fully Developed,Gravel,Level,2: Slightly uneven,2014.0,Blue Trail,R006,Yes,"MULTILINESTRING ((-74.24739529180374 40.49663903247605, -74.24752364499119 40.49666855162113, -74.24776891346816 40.496737298517175, -74.2480598367208 40.49688214934787, -74.24835101851232 40.497096275125664, -74.24855130261227 40.49726903116976, -74.24872467349128 40.49752497615489, -74.24888005054788 40.49782252583027, -74.24895111561658 40.49802177049857))"
Pelham Bay Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Siwanoy Trail,X039,Yes,"MULTILINESTRING ((-73.80973435659449 40.86742444573634, -73.80991242283864 40.86722399904623, -73.81002567251639 40.86712016532768, -73.81015362130981 40.86704327316109, -73.81042436963911 40.86678111438174, -73.81055121120868 40.86661074446986, -73.81077313063092 40.86637070088472, -73.81080017870276 40.86630121110999, -73.81088751803148 40.86623662247654, -73.81089006279612 40.86615680800735, -73.81111923578752 40.86581009623168, -73.81122406298334 40.86546890594027, -73.81126133414337 40.86536458916104, -73.81125997681018 40.865114376414326, -73.81128310336054 40.864866915983434, -73.81125039138415 40.86482604950485))"
Highland Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Brooklyn-Queens Greenway,Q020,No,"MULTILINESTRING ((-73.88998603624965 40.689748026399265, -73.88997400682548 40.68972670963877, -73.88911340505246 40.6870919257121, -73.88910085976288 40.6870462188267))"
Pelham Bay Park,9.0,Class V : Fully Developed,Gravel,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.82156056245582 40.85052277855688, -73.82102875996189 40.850715425757876, -73.82065640869088 40.85085042938308, -73.82032131507584 40.85096289376033, -73.81925924940789 40.85132522221088))"
Bronx Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2016.0,Unnamed Official Trail,X002,No,"MULTILINESTRING ((-73.87047893814942 40.875349951512455, -73.87052825573775 40.875335778232, -73.87065458568728 40.87527217250294, -73.87069311477256 40.875229866600996, -73.8707956644143 40.87490550208251, -73.87086697483551 40.87469410123, -73.87092871728109 40.8745669483557, -73.87099399873044 40.874275089202015, -73.87109045360991 40.87380942725505, -73.87109706801438 40.873728279886556, -73.87109412008041 40.873667676394554, -73.87105958748045 40.873620138828414))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.79608170461489 40.878737490366184, -73.79606478120714 40.8787539268139, -73.7960357833092 40.878792948709325, -73.79601810507648 40.87882532067915, -73.7960003917402 40.8788691279, -73.79598645514919 40.878910083640534, -73.79593189884727 40.87909391936399, -73.79590136054283 40.87922538274539, -73.79589736551685 40.879299711082105, -73.79589510105134 40.87937533107859, -73.79589750315884 40.879433424997345, -73.79590360520962 40.879499793752146, -73.7959142316719 40.879586839439064, -73.79595570182573 40.87980404415974, -73.795982879534 40.87991526841865, -73.79599109409199 40.879947047699886, -73.79600013461628 40.87999035920583, -73.79600294225344 40.880009510372034, -73.79600428666147 40.880038449071286, -73.7960039294557 40.88006129295274, -73.79600131280003 40.88007347194769, -73.79599609031585 40.880093913728665, -73.79598916754821 40.880107825757456, -73.79597645124383 40.88014152660197, -73.7959625915172 40.880174354650315, -73.79595016297199 40.88020783718143, -73.79594294156698 40.88022588282542, -73.7959371693825 40.88023870909408, -73.79593105933053 40.88026806954874, -73.79592984461233 40.880290042040194, -73.79593321912667 40.88031158680927, -73.79593885242244 40.88034401438253, -73.79595609621613 40.88042280345964, -73.79596515495679 40.880459806169185, -73.7959917725901 40.880566895276054, -73.79601021399185 40.88062893465812, -73.79601757968895 40.880657449059974, -73.79602663167329 40.88069706226919, -73.79603083317704 40.88072905146831, -73.79603474956866 40.880760388209055, -73.79603864512515 40.880798904512716, -73.79603996734822 40.880818841878515, -73.79603755525878 40.880874165470665, -73.79603515503737 40.880925232470986, -73.79603057914942 40.88094295321445))"
